,doty,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,datetime
17278,49,21,83,117,19,24,900,52,1,1022,-13.1,0,0.9,18-02-2015 21:00
17279,49,22,217,330,74,54,2000,19,1,1024,-12.1,0,0.8,18-02-2015 22:00
17280,49,23,242,340,74,52,2100,13,1,1021,-10.8,0,1.1,18-02-2015 23:00
17281,50,0,320,477,99,54,2300,5,0,1024,-10.5,0,0.6,19-02-2015 00:00
17282,50,1,659,991,314,52,2400,2,-1,1024,-10.1,0,0.9,19-02-2015 01:00
17283,50,2,762,936.19,181,46,2400,2,-2,1019,-10.8,0,0.9,19-02-2015 02:00
17284,50,3,383,505,75,35,1900,3,-2,1018,-10.3,0,2.2,19-02-2015 03:00
17285,50,4,293,374,54,30,1700,17,-4,1019,-12,0,2.3,19-02-2015 04:00
17286,50,5,248,308,41,30,1700,19,-4,1018,-11.7,0,0.9,19-02-2015 05:00
17287,50,6,228,290,32,32,1700,17,-5,1019,-12,0,0.5,19-02-2015 06:00
17288,50,7,228,300,34,34,1800,13,-5,1022,-12,0,1.3,19-02-2015 07:00
17289,50,8,211,264,38,32,1900,14,-5,1023,-11.6,0,2.1,19-02-2015 08:00
17290,50,9,248,277,55,31,1900,16,-1,1022,-8.9,0,1,19-02-2015 09:00
17291,50,10,227,271,61,35,1900,21,1,1019,-8.3,0,2.2,19-02-2015 10:00
17292,50,11,220,276,75,38,2000,33,2,1022,-7.6,0,1,19-02-2015 11:00
17293,50,12,231,282,78,42,2100,40,3,1017,-7.8,0,1.2,19-02-2015 12:00
17294,50,13,232,282,69,41,2000,46,3,1020,-8.4,0,1.2,19-02-2015 13:00
17295,50,14,217,265,63,41,1800,49,3,1018,-9,0,1.4,19-02-2015 14:00
17296,50,15,200,235,63,39,1700,53,3,1019,-10,0,0.9,19-02-2015 15:00
17297,50,16,179,206,60,37,1600,59,3,1017,-11,0,0.3,19-02-2015 16:00
17298,50,17,158,184,58,36,1500,62,3,1014,-10.3,0,2.3,19-02-2015 17:00
17299,50,18,120,165,42,32,1100,71,3,1020,-2.7,0,2.7,19-02-2015 18:00
17300,50,19,97,128,12,28,1000,65,2,1015,-0.8,0,1.4,19-02-2015 19:00
17301,50,20,94,98,6,24,1000,66,1,1017,-1.7,0,0.2,19-02-2015 20:00
17302,50,21,100,112,5,26,1100,61,1,1018,-1.9,0,0.6,19-02-2015 21:00
17303,50,22,111,112,4,28,1200,56,1,1018,-1.9,0,0.8,19-02-2015 22:00
17304,50,23,113,117,5,35,1500,46,1,1015,-2.1,0,0.7,19-02-2015 23:00
17305,51,0,124,126,5,34,1400,45,1,1017,-2.2,0,1.1,20-02-2015 00:00
17306,51,1,121,121,3,27,1300,51,1,1017,-2.1,0,0.8,20-02-2015 01:00
17307,51,2,119,119,6,35,1300,43,1,1017,-2.1,0,0.8,20-02-2015 02:00
17308,51,3,111,111,4,27,1200,51,1,1013,-2.1,0,0.5,20-02-2015 03:00
17309,51,4,109,109,10,41,1200,38,1,1011,-2.4,0,0.7,20-02-2015 04:00
17310,51,5,112,113,11,32,1300,44,1,1013,-2.9,0,1.1,20-02-2015 05:00
17311,51,6,117,133,6,30,1400,39,0,1015,-1.8,0.1,0.7,20-02-2015 06:00
17312,51,7,113,125,2,25,1300,40,-0.5,1013.5,-1.1,0.7,0.1,20-02-2015 07:00
17313,51,8,140,140,2,28,1400,30,0,1016,-0.4,0.3,0.9,20-02-2015 08:00
17314,51,9,150,150,2,26,1400,28,0,1014,-0.6,0,0.1,20-02-2015 09:00
17315,51,10,127,127,2,30,1400,26,0,1016,-0.4,0.5,0.7,20-02-2015 10:00
17316,51,11,104,104,2,28,1300,30,0,1015,-0.6,0.4,0.6,20-02-2015 11:00
17317,51,12,104,104,2,28,1300,39,0,1009,-0.7,0.4,0.4,20-02-2015 12:00
17318,51,13,108,108,2,29,1200,42,1,1014,0.1,0.2,0.5,20-02-2015 13:00
17319,51,14,100,100,2,32,1300,37,1,1012,0.3,0.5,0.8,20-02-2015 14:00
17320,51,15,99,99,2,32,1300,32,1,1012,0.3,0.1,1.1,20-02-2015 15:00
17321,51,16,103,103,2,32,1200,22,1,1011,0.3,0,1,20-02-2015 16:00
17322,51,17,113,113,2,37,1300,14,1,1009,0.3,0,0.3,20-02-2015 17:00
17323,51,18,119,119,2,37,1400,16,0,1012,-0.4,0,0.9,20-02-2015 18:00
17324,51,19,131,131,2,42,1600,6,0,1010,-0.4,0.2,1.2,20-02-2015 19:00
17325,51,20,138,138,2,40,1700,5,-0.1,1010.3,-0.4,0.1,0.8,20-02-2015 20:00
17326,51,21,135,135,2,40,1800,2,0,1010,-0.3,0.4,0,20-02-2015 21:00
17327,51,22,142,142,2,42,1800,2,-0.2,1010.6,-0.3,0.7,0,20-02-2015 22:00
17328,51,23,134,134,2,44,1900,2,0,1010,-0.1,0.5,0,20-02-2015 23:00
17329,52,0,136,136,2,44,2100,2,0,1012,-0.1,0.2,0,21-02-2015 00:00
17330,52,1,121,121,2,38,1800,2,0,1012,-0.1,0,0,21-02-2015 01:00
17331,52,2,121,121,2,32,1700,2,0,1007,-0.1,0,0,21-02-2015 02:00
17332,52,3,187,187,2,40,2700,2,0,1007,-0.1,0,0,21-02-2015 03:00
17333,52,4,149,149,2,36,2300,2,-0.4,1007.3,-0.5,0,0,21-02-2015 04:00
17334,52,5,158,158,2,41,2400,2,0,1005,-0.1,0,0,21-02-2015 05:00
17335,52,6,144,144,2,43,2200,2,0,1004,-0.1,0,0,21-02-2015 06:00
17336,52,7,151,151,2,46,2500,2,0,1004,-0.1,0,0,21-02-2015 07:00
17337,52,8,161,161,2,48,2700,2,0,1004,-0.1,0,0,21-02-2015 08:00
17338,52,9,162,162,2,43,2500,2,1,1009,0.9,0,0,21-02-2015 09:00
17339,52,10,162,162,2,38,2300,2,1,1008,0.6,0,0.5,21-02-2015 10:00
17340,52,11,172,172,2,40,2300,2,1,1006,0.3,0,0,21-02-2015 11:00
17341,52,12,198,198,2,44,2400,3,1,1007,0,0,1.4,21-02-2015 12:00
17342,52,13,202,202,2,43,2500,8,1,1001,-0.3,0,1.8,21-02-2015 13:00
17343,52,14,197,197,2,42,2200,14,1.801,1008.087,-0.245,0.018,1.373,21-02-2015 14:00
17344,52,15,203,203,2,48,2200,7,2,1008,0.8,0,0.9,21-02-2015 15:00
17345,52,16,208,208,12,51,2400,11,3,1008,1.4,0,3.1,21-02-2015 16:00
17346,52,17,230,235,9,48,2400,11,3,1007,-11,0,7.5,21-02-2015 17:00
17347,52,18,50,169,2,8,300,76,2,1008,-18.7,0,6.4,21-02-2015 18:00
17348,52,19,36,399,2,6,200,87,0,1014,-22.2,0,9.9,21-02-2015 19:00
17349,52,20,50,922,2,5,200,81,2.49175,1012.094,-20.143,0,6.582,21-02-2015 20:00
17350,52,21,67,680.58,2,3,200,80,-1,1012,-24.4,0,9.7,21-02-2015 21:00
17351,52,22,85,440.07,2,2,200,77,-2,1016,-23.9,0,4.8,21-02-2015 22:00
17352,52,23,73,539.5,2,2,200,76,-2,1015,-23.9,0,7.2,21-02-2015 23:00
17353,53,0,64,917,2,2,200,75,-4,1016,-24.9,0,7.3,22-02-2015 00:00
17354,53,1,130,945.23,2,2,200,74,-5,1016,-24.6,0,8.3,22-02-2015 01:00
17355,53,2,158,479.32,2,2,200,71,-0.499333333,1013.093,-17.752,0,4.771,22-02-2015 02:00
17356,53,3,142,738.77,2,2,200,71,-5,1012,-23.5,0,6.6,22-02-2015 03:00
17357,53,4,130,973,2,2,200,70,-5,1015,-23.5,0,6.5,22-02-2015 04:00
17358,53,5,116,827,2,2,200,68,-6,1014,-23.4,0,4.3,22-02-2015 05:00
17359,53,6,98,654,2,2,200,68,-5,1014,-22.5,0,2.8,22-02-2015 06:00
17360,53,7,62,462,2,2,200,67,-6,1015,-22.5,0,2.2,22-02-2015 07:00
17361,53,8,45,320,2,2,200,64,-4,1013,-21.2,0,4.9,22-02-2015 08:00
17362,53,9,27,219,2,2,200,63,-2,1015,-19.9,0,4.5,22-02-2015 09:00
17363,53,10,20,152,2,2,200,64,-1,1012,-18.6,0,5.3,22-02-2015 10:00
17364,53,11,13,129,2,2,200,65,0,1013,-18.2,0,4,22-02-2015 11:00
17365,53,12,12,104,2,2,200,66,2.417,1014.743,-18.303,0,4.68,22-02-2015 12:00
17366,53,13,10,66,2,2,200,68,3,1010,-16.7,0,6.2,22-02-2015 13:00
17367,53,14,7,52,2,2,200,69,3,1013,-17.8,0,4.2,22-02-2015 14:00
17368,53,15,7,54,2,2,200,68,4,1008,-17,0,3.1,22-02-2015 15:00
17369,53,16,12,42,2,2,200,69,4,1009,-16.4,0,3.6,22-02-2015 16:00
17370,53,17,12,44,2,2,200,69,3,1008,-17.3,0,2.9,22-02-2015 17:00
17371,53,18,12,48,2,3,200,68,3,1011,-16.7,0,2.9,22-02-2015 18:00
17372,53,19,10,64,2,5,300,65,2,1009,-15.5,0,1.5,22-02-2015 19:00
17373,53,20,54,80,2,6,300,61,0,1012,-14.4,0,1,22-02-2015 20:00
17374,53,21,17,72,2,7,400,56,-1,1012,-12.3,0,1.2,22-02-2015 21:00
17375,53,22,19,58,2,10,400,51,-2,1016,-12.4,0,1.3,22-02-2015 22:00
17376,53,23,20,67,2,10,500,48,-4,1013,-13.4,0,0.2,22-02-2015 23:00
17377,54,0,23,62,2,11,600,42,-5,1016,-13.1,0,0.5,23-02-2015 00:00
17378,54,1,38,88,6,22,900,27,-6,1010,-13.2,0,0.6,23-02-2015 01:00
17379,54,2,27,76,2,8,400,39,-7,1013,-13.7,0,1.8,23-02-2015 02:00
17380,54,3,35,67,2,13,1000,27,-7,1015,-13.7,0,0.4,23-02-2015 03:00
17381,54,4,39,95,2,22,1100,15,-8,1015,-13.8,0,1.1,23-02-2015 04:00
17382,54,5,34,63,2,22,1100,20,-5.719,1013.790333,-12.089,0,1.032,23-02-2015 05:00
17383,54,6,18,47,2,25,800,19,-9,1016,-14.8,0,1.9,23-02-2015 06:00
17384,54,7,23,53,2,42,700,7,-9,1011,-15.2,0,1.2,23-02-2015 07:00
17385,54,8,21,49,2,35,700,14,-9,1012,-14.6,0,1.1,23-02-2015 08:00
17386,54,9,28,56,30,27,700,29,-4,1013,-14.8,0,1,23-02-2015 09:00
17387,54,10,32,38,7,15,600,45,-1,1016,-16,0,2.5,23-02-2015 10:00
17388,54,11,25,40,2,10,400,56,0.8,1013.5,-17.5,0,2.3,23-02-2015 11:00
17389,54,12,16,45,2,6,300,64,3,1010,-17.8,0,1.4,23-02-2015 12:00
17390,54,13,13,38,2,8,300,68,4.3,1010.9,-18,0,2,23-02-2015 13:00
17391,54,14,20,60,18,15,500,66,5,1010,-17.4,0,2.6,23-02-2015 14:00
17392,54,15,22,70,12,13,500,71,6,1007,-16.6,0,2.7,23-02-2015 15:00
17393,54,16,32,82,19,23,600,64,6,1007,-15.9,0,4.8,23-02-2015 16:00
17394,54,17,37,116,17,32,600,62,5,1008,-16.2,0,2.1,23-02-2015 17:00
17395,54,18,36,103,9,24,600,70,3,1010,-15.7,0,1.5,23-02-2015 18:00
17396,54,19,58,152,12,39,800,53,0.4,1009.2,-12.3,0,0.9,23-02-2015 19:00
17397,54,20,109,206,30,52,1100,34,0,1011,-11.4,0,1.8,23-02-2015 20:00
17398,54,21,156,266,27,63,1600,12,-1.3,1009.3,-11.7,0,1.3,23-02-2015 21:00
17399,54,22,255,392,42,70,2000,2,-1.201,1017.0235,-5.817,0.003,0.961,23-02-2015 22:00
17400,54,23,152,238,16,56,2100,2,-2,1009,-9.8,0,2,23-02-2015 23:00
17401,55,0,93,130,7,34,1600,20,-3.4,1008.6,-10.7,0,2.2,24-02-2015 00:00
17402,55,1,78,114,3,26,1400,26,-4,1005,-10.8,0,2.3,24-02-2015 01:00
17403,55,2,74,101,4,23,1300,31,-3.6,1007.9,-11.1,0,1.9,24-02-2015 02:00
17404,55,3,70,107,2,20,1100,32,-4,1006,-10.8,0,2,24-02-2015 03:00
17405,55,4,61,97,2,18,1000,34,-5,1008,-11,0,0.8,24-02-2015 04:00
17406,55,5,65,99,2,19,1100,30,-6,1005,-10.4,0,0.8,24-02-2015 05:00
17407,55,6,60,102,2,20,1200,27,-6.5,1007,-10,0,1,24-02-2015 06:00
17408,55,7,61,104,2,20,1200,26,-6.9,1006.8,-10.4,0,0.7,24-02-2015 07:00
17409,55,8,67,108,2,31,1400,13,-7,1004,-10.4,0,0.7,24-02-2015 08:00
17410,55,9,72,98,9,44,1400,10,-4,1007,-10,0,0.5,24-02-2015 09:00
17411,55,10,77,105,16,44,1400,21,0,1006,-9.2,0,0.8,24-02-2015 10:00
17412,55,11,84,154,42,43,1400,28,3,1006.9,-8.7,0,1.1,24-02-2015 11:00
17413,55,12,89,173,49,34,1400,46,4.2,1005.9,-7.3,0,2.2,24-02-2015 12:00
17414,55,13,102,178,55,40,1600,55,5.3,1004.6,-8.2,0,2,24-02-2015 13:00
17415,55,14,119,195,55,37,1600,70,6.6,1003.6,-8.2,0,2.2,24-02-2015 14:00
17416,55,15,121,211,68,37,1700,80,6.3,1003.1,-8.1,0,1.6,24-02-2015 15:00
17417,55,16,140,246,53,33,1700,92,6.7,1003.3,-7,0,1.1,24-02-2015 16:00
17418,55,17,159,251,43,41,2500,76,5.7,1003.8,-5.3,0,1.4,24-02-2015 17:00
17419,55,18,173,300,34,55,3000,59,4,1003,-4,0,1.7,24-02-2015 18:00
17420,55,19,188,304,25,64,2700,42,3,1005.5,-3.8,0,0.8,24-02-2015 19:00
17421,55,20,201,319,20,65,2600,30,2.7,1006,-3,0,1,24-02-2015 20:00
17422,55,21,214,317,12,64,2300,13,2.5,1006.4,-2,0,0.8,24-02-2015 21:00
17423,55,22,211,300,8,63,2400,8,1.4,1006.6,-2.9,0,1.2,24-02-2015 22:00
17424,55,23,212,288,4,50,2600,15,1.3,1006.9,-2.5,0,1.6,24-02-2015 23:00
17425,56,0,244,304,3,53,3100,10,1.3,1006.9,-2.5,0,1.1,25-02-2015 00:00
17426,56,1,228,298,2,45,2800,8,-0.1,1007,-2.6,0,1.3,25-02-2015 01:00
17427,56,2,244,312,2,39,2900,2,-1.2,1007,-3.1,0,0.9,25-02-2015 02:00
17428,56,3,197,246,2,33,2300,10,-1.6,1007,-3.2,0,1.8,25-02-2015 03:00
17429,56,4,194,240,2,31,2400,16,-1.3,1007,-2.7,0,0.8,25-02-2015 04:00
17430,56,5,193,241,2,29,2400,18,-1.4,1007.6,-3.1,0,0.9,25-02-2015 05:00
17431,56,6,190,242,2,35,2400,10,-1.4,1008.3,-3,0,0.9,25-02-2015 06:00
17432,56,7,192,231,2,36,2500,9,3,1006,-18.4,0,2.8,25-02-2015 07:00
17433,56,8,92,92,2,24,1200,35,3,1007,-20.4,0,2.3,25-02-2015 08:00
17434,56,9,13,13,2,5,300,74,3,1009,-21.2,0,5.1,25-02-2015 09:00
17435,56,10,9,9,2,5,300,81,3,1008,-22,0,3.3,25-02-2015 10:00
17436,56,11,16,16,2,4,300,84,4,1009,-22.9,0,4,25-02-2015 11:00
17437,56,12,14,14,2,3,300,84,5,1012,-23.1,0,4.3,25-02-2015 12:00
17438,56,13,12,12,2,2,200,84,5,1007,-24.2,0,6.1,25-02-2015 13:00
17439,56,14,3,5,2,2,200,88,6,1009,-23.4,0,5.6,25-02-2015 14:00
17440,56,15,6,14,2,2,200,89,6,1007,-24.6,0,6.7,25-02-2015 15:00
17441,56,16,7,21,2,2,200,88,5,1011,-24.2,0,6.8,25-02-2015 16:00
17442,56,17,14,22,2,2,200,87,5.3,1010.5,-22.9,0,4.8,25-02-2015 17:00
17443,56,18,6,20,2,5,300,81,4,1009,-22.9,0,3.4,25-02-2015 18:00
17444,56,19,7,28,2,7,300,77,3,1009,-22.8,0,1.7,25-02-2015 19:00
17445,56,20,14,40,5,17,400,65,1,1014,-20.7,0,1.8,25-02-2015 20:00
17446,56,21,16,44,19,28,500,48,0,1011,-19.2,0,2.2,25-02-2015 21:00
17447,56,22,14,50,2,18,400,53,-1,1013,-17.7,0,1.4,25-02-2015 22:00
17448,56,23,17,29,2,23,400,49,-1,1015,-19.1,0,1.6,25-02-2015 23:00
17449,57,0,16,26,2,16,400,52,-2,1012,-17.3,0,1.3,26-02-2015 00:00
17450,57,1,19,53,12,27,500,37,-1,1016,-18.1,0,1.6,26-02-2015 01:00
17451,57,2,20,20,2,11,500,54,-5,1017,-17.2,0,1.6,26-02-2015 02:00
17452,57,3,20,32,2,8,800,47,-5.5,1015.7,-16.7,0,1.2,26-02-2015 03:00
17453,57,4,20,20,2,5,600,53,-1.8,1015.7,-20.3,0,2.7,26-02-2015 04:00
17454,57,5,4,5,2,2,200,73,-2,1018,-19.9,0,2,26-02-2015 05:00
17455,57,6,3,6,2,6,300,68,-4,1017,-20.3,0,2.1,26-02-2015 06:00
17456,57,7,4,22,2,3,300,67,-5.7,1016.6,-19.4,0,2.5,26-02-2015 07:00
17457,57,8,5,14,2,9,400,57,-4,1018,-18.7,0,2,26-02-2015 08:00
17458,57,9,11,11,2,7,400,58,-0.9,1017.5,-20.5,0,2.7,26-02-2015 09:00
17459,57,10,4,5,2,3,300,70,1,1014,-20.7,0,3,26-02-2015 10:00
17460,57,11,3,16,2,2,200,73,1.3,1016.8,-21.8,0,3.9,26-02-2015 11:00
17461,57,12,7,8,2,2,200,76,3,1013,-22,0,3.4,26-02-2015 12:00
17462,57,13,7,23,2,2,200,78,4,1013,-21.2,0,5,26-02-2015 13:00
17463,57,14,12,12,2,2,200,80,4,1016,-22.9,0,4.1,26-02-2015 14:00
17464,57,15,11,16,2,2,200,82,5,1012,-23.1,0,5.6,26-02-2015 15:00
17465,57,16,8,14,2,2,300,82,5,1016,-23.1,0,4.7,26-02-2015 16:00
17466,57,17,11,23,2,2,200,81,5,1016,-22.1,0,3.6,26-02-2015 17:00
17467,57,18,7,36,2,6,300,76,4,1016,-22,0,1.1,26-02-2015 18:00
17468,57,19,8,41,2,13,400,66,2.8,1017.2,-21.4,0,2.4,26-02-2015 19:00
17469,57,20,14,67,2,19,500,56,1,1020,-18.4,0,1.6,26-02-2015 20:00
17470,57,21,18,58,9,23,500,46,2,1020,-19.3,0,4.1,26-02-2015 21:00
17471,57,22,10,18,3,10,300,62,1,1018,-19.5,0,1.7,26-02-2015 22:00
17472,57,23,7,28,3,6,300,67,0,1023,-20.3,0,1.9,26-02-2015 23:00
17473,58,0,4,32,2,6,300,68,0,1023,-19.8,0,2.9,27-02-2015 00:00
17474,58,1,8,28,2,9,400,62,-1.2,1022.9,-19.7,0,3.1,27-02-2015 01:00
17475,58,2,7,21,2,9,300,62,-1.9,1023.3,-18.9,0,3.1,27-02-2015 02:00
17476,58,3,9,20,2,14,300,58,-2,1021,-18.6,0,3.8,27-02-2015 03:00
17477,58,4,9,24,2,14,300,58,-4,1023,-19.5,0,3.3,27-02-2015 04:00
17478,58,5,7,21,2,20,300,56,-3.7,1023.8,-18.4,0,2.4,27-02-2015 05:00
17479,58,6,7,14,2,18,300,56,-4.2,1024.1,-17.4,0,2.7,27-02-2015 06:00
17480,58,7,9,14,2,15,300,57,-4.1,1024.8,-17.3,0,3,27-02-2015 07:00
17481,58,8,10,21,2,20,400,52,-4,1025,-17.9,0,2.7,27-02-2015 08:00
17482,58,9,10,12,2,20,400,53,-2,1024,-16.9,0,2.6,27-02-2015 09:00
17483,58,10,9,11,2,15,300,60,-1.5,1026.1,-17.3,0,1.1,27-02-2015 10:00
17484,58,11,6,11,2,10,300,65,-1,1026,-17.7,0,1.2,27-02-2015 11:00
17485,58,12,8,22,3,11,300,64,-1,1027,-18.6,0,1.4,27-02-2015 12:00
17486,58,13,11,21,10,16,300,62,0,1024,-17.7,0,1.2,27-02-2015 13:00
17487,58,14,13,28,15,22,500,58,0,1022,-16.4,0,0.7,27-02-2015 14:00
17488,58,15,20,41,27,31,600,49,1,1023,-16,0,0.9,27-02-2015 15:00
17489,58,16,21,53,22,30,700,49,1,1023,-15.1,0,0.6,27-02-2015 16:00
17490,58,17,32,69,33,32,900,46,1,1021,-14.3,0,1.3,27-02-2015 17:00
17491,58,18,34,71,18,32,1000,43,0,1021,-14.8,0,0.9,27-02-2015 18:00
17492,58,19,40,80,21,36,1100,37,0,1020,-13.7,0,1.2,27-02-2015 19:00
17493,58,20,58,92,22,36,1200,34,-0.7,1022.8,-14.3,0,0.6,27-02-2015 20:00
17494,58,21,47,82,31,41,1300,26,0,1023,-12.7,0,0.6,27-02-2015 21:00
17495,58,22,52,107,22,38,1200,25,0,1020,-8.2,0,3.8,27-02-2015 22:00
17496,58,23,41,116,15,36,900,26,-1,1020,-5.6,0,2.1,27-02-2015 23:00
17497,59,0,37,92,2,33,900,27,-2,1023,-3.1,0.3,1.1,28-02-2015 00:00
17498,59,1,42,62,2,36,900,16,-2,1023,-2.7,0.4,1.1,28-02-2015 01:00
17499,59,2,50,59,2,39,1000,8,-2,1018,-2.7,0.2,1.2,28-02-2015 02:00
17500,59,3,67,68,2,37,1000,7,-2,1020,-2.8,0.4,0.9,28-02-2015 03:00
17501,59,4,62,65,2,39,1200,5,-2,1021,-2.8,0.1,0.9,28-02-2015 04:00
17502,59,5,48,49,2,27,1000,21,-2.6,1018.6,-3.4,0.1,1.8,28-02-2015 05:00
17503,59,6,48,48,2,23,1200,26,-2.7,1018.2,-4,0,2.1,28-02-2015 06:00
17504,59,7,54,56,2,26,1500,22,-2,1018,-3,0.2,0.8,28-02-2015 07:00
17505,59,8,55,62,2,31,1800,13,-2,1016,-2.7,0.5,0.7,28-02-2015 08:00
17506,59,9,66,74,2,34,1700,8,-2,1016,-2.8,0.4,0.8,28-02-2015 09:00
17507,59,10,90,91,2,36,1700,5,-2,1018,-3,0.3,0.3,28-02-2015 10:00
17508,59,11,103,103,2,34,1600,9,0,1016,-2.4,0,1.3,28-02-2015 11:00
17509,59,12,106,106,2,34,1500,12,1,1015,-2.8,0,1,28-02-2015 12:00
17510,59,13,125,125,8,37,1500,17,1.61,1013.422,-4.583,0.004,1.52,28-02-2015 13:00
17511,59,14,132,146,5,41,1500,17,0.4,1014.2,-2.3,0,2,28-02-2015 14:00
17512,59,15,138,149,4,41,1500,17,2,1013,-1.6,0,2.2,28-02-2015 15:00
17513,59,16,153,165,2,43,1500,17,2,1014,-1.1,0,2.7,28-02-2015 16:00
17514,59,17,170,182,2,43,1500,14,1,1011,-1.4,0,1.6,28-02-2015 17:00
17515,59,18,180,196,2,49,1700,2,-0.1,1013.6,-2,0,1.7,28-02-2015 18:00
17516,59,19,180,201,2,54,1800,2,0,1015,-1.4,0,1.7,28-02-2015 19:00
17517,59,20,174,187,2,50,1900,2,-0.8,1014.6,-2.1,0,0.9,28-02-2015 20:00
17518,59,21,178,184,2,52,1700,2,-1,1014,-1.8,0,1.1,28-02-2015 21:00
17519,59,22,176,185,2,52,1800,2,1,1015.6,-7.8,0,2.5,28-02-2015 22:00
17520,59,23,135,271,2,26,900,44,3.8,1015.4,-17.8,0,4.5,28-02-2015 23:00
17521,60,0,158,525,2,36,1500,31,-1,1015.3,-4.4,0,1.6,01-03-2015 00:00
17522,60,1,183,307,14.14,47,1900,2,-1.8,1015.3,-4,0,2.2,01-03-2015 01:00
17523,60,2,186,286,8.87,43,2084,2,-2.9,1014.9,-5.2,0,1.1,01-03-2015 02:00
17524,60,3,189,259,2,50,2072,3.3,-3.3,1014.3,-5.6,0,0.8,01-03-2015 03:00
17525,60,4,185,261,2,48.85,1800,5.95,-4.4,1013.8,-6.5,0,1.5,01-03-2015 04:00
17526,60,5,168,239,2,50.57,1900,2,-5.2,1013.8,-7.5,0,0.7,01-03-2015 05:00
17527,60,6,157,219,2,49,1800,2,-6,1013.4,-8,0,0.9,01-03-2015 06:00
17528,60,7,150,219,2,47,2100,2,-6.7,1013.2,-8.5,0,0.4,01-03-2015 07:00
17529,60,8,134,214,2,50,2000,2,-5.4,1013.4,-8,0,0.4,01-03-2015 08:00
17530,60,9,154,208,3,53,1900,2,-0.7,1013.6,-6.9,0,0.9,01-03-2015 09:00
17531,60,10,152,193,31,51,1500,20,2.2,1013.2,-7.4,0,1.2,01-03-2015 10:00
17532,60,11,176,278,45,60,2100,22,4.4,1012.2,-5.7,0,1.5,01-03-2015 11:00
17533,60,12,117,161,36,49,1500,39,7.7,1010.8,-7.6,0,1.3,01-03-2015 12:00
17534,60,13,30,30,10,13,400,73,10.7,1008.8,-14.9,0,5.4,01-03-2015 13:00
17535,60,14,11,11,3,9,300,81,11.1,1007.4,-16.4,0,6.1,01-03-2015 14:00
17536,60,15,12,24,10,11,300,81,12.1,1006.7,-15.6,0,4.8,01-03-2015 15:00
17537,60,16,13,23,6,9,300,85,12.2,1006.2,-15.5,0,4.7,01-03-2015 16:00
17538,60,17,16,20,7,10,300,85,11.9,1005.8,-14.8,0,3.8,01-03-2015 17:00
17539,60,18,8,24,8,12,300,82,10.2,1006.3,-15.4,0,3.1,01-03-2015 18:00
17540,60,19,20,39,25,31,400,61,9.3,1006.7,-15.3,0,2.9,01-03-2015 19:00
17541,60,20,33,77,36,47,700,44,8.3,1007.1,-14.7,0,3.2,01-03-2015 20:00
17542,60,21,36,94,10,31,800,54,5.3,1007.4,-12.2,0,1.3,01-03-2015 21:00
17543,60,22,38,70,8,27,700,57,2.8,1007.2,-11.5,0,0.9,01-03-2015 22:00
17544,60,23,60,115,15,54,1500,14,0.6,1006.9,-10,0,1.1,01-03-2015 23:00
17545,61,0,44,60,2,26,1000,32,-1,1006.4,-9.1,0,1.7,02-03-2015 00:00
17546,61,1,43,56,2,17,1000,36,-1.6,1005.7,-9.9,0,0.8,02-03-2015 01:00
17547,61,2,43,54,2,18,1200,31,-1.142857143,1005.571429,-9,0,1.3,02-03-2015 02:00
17548,61,3,44,54,2,19,1100,27,-1.6,1004.4,-10.7,0,1.5,02-03-2015 03:00
17549,61,4,36,36,2,17,900,31,-2.7,1003.8,-9.8,0,1,02-03-2015 04:00
17550,61,5,32,32,2,19,900,29,-3.6,1003.1,-8.8,0,1.2,02-03-2015 05:00
17551,61,6,33,49,2,32,1000,12,-3.2,1003.1,-10.5,0,1.4,02-03-2015 06:00
17552,61,7,29,31,2,26,900,18,-3.7,1003.4,-9.9,0,1.4,02-03-2015 07:00
17553,61,8,32,42,2,38,1300,10,-3.3,1003.5,-8.4,0,1,02-03-2015 08:00
17554,61,9,59,62,13,56,1500,4,0.9,1003.2,-8.9,0,0.4,02-03-2015 09:00
17555,61,10,70,96,29,58,1400,10,5.2,1002.8,-8.7,0,1.6,02-03-2015 10:00
17556,61,11,65,103,53,57,1100,39,8.1,1001.9,-10.3,0,1.7,02-03-2015 11:00
17557,61,12,73,93,37,46,1100,51,10.4,1000.8,-9.9,0,1.9,02-03-2015 12:00
17558,61,13,60,75,25,33,800,66,13,999.4,-14.8,0,4.4,02-03-2015 13:00
17559,61,14,35,74,11,11,400,85,14.4,998.3,-14.7,0,4.1,02-03-2015 14:00
17560,61,15,26,78,2,7,300,86,14.3,998.4,-14.8,0,5.9,02-03-2015 15:00
17561,61,16,12,57,2,4,200,83,13.7,999,-16.3,0,5.2,02-03-2015 16:00
17562,61,17,16,45,2,4,200,80,12.7,999.6,-16.1,0,5.5,02-03-2015 17:00
17563,61,18,9,55,2,5,200,77,11.1,1000.9,-15.5,0,4.2,02-03-2015 18:00
17564,61,19,8.07,37,2,8,200,73,9.9,1002.2,-14.8,0,3.3,02-03-2015 19:00
17565,61,20,3,38,2,9,200,71,8.6,1003.5,-14.4,0,3.6,02-03-2015 20:00
17566,61,21,5,43,15,12,200,68,7.7,1004.8,-14.5,0,2.6,02-03-2015 21:00
